State,Assembly,Candidate,Party,Votes
Odisha,Koraput,JHINA HIKAKA,Biju Janata Dal,395109
Odisha,Koraput,GIRIDHAR GAMANG,Indian National Congress,375781
Odisha,Koraput,SIBASANKAR ULAKA,Bharatiya Janata Party,89788
Odisha,Koraput,PRASKA RENGA,Bahujan Samaj Party,34957
Odisha,Koraput,BANAMALI MAJHI,Ambedkarite Party of India,14854
Odisha,Koraput,LINGARAJ GOMANGO,Independent,13861
Odisha,Koraput,MEGHANADA SABAR,Communist Party of India (Marxist-Leninist) (Liberation),13343
Odisha,Koraput,PRAKASH HIKAKA,Communist Party of India (Marxist-Leninist) Red Star,9609
Odisha,Koraput,KAILASH SABARA,Samata Kranti Dal,8910
Odisha,Koraput,None of the Above,None of the Above,33232
Odisha,Mayurbhanj,RAMA CHANDRA HANSDAH,Biju Janata Dal,393779
Odisha,Mayurbhanj,NEPOLE RAGHU MURMU,Bharatiya Janata Party,270913
Odisha,Mayurbhanj,DEBASHIS MARNDI,Jharkhand Mukti Morcha,172984
Odisha,Mayurbhanj,SHYAM SUNDAR HANSDAH,Indian National Congress,142165
Odisha,Mayurbhanj,PRABHUDAN MARANDI,Aama Odisha Party,14632
Odisha,Mayurbhanj,DASHMAT SOREN,Bahujan Samaj Party,12041
Odisha,Mayurbhanj,CHHABI MAHALI,Aam Aadmi Party,8183
Odisha,Mayurbhanj,DEVI PRASANNA BESRA,Independent,8133
Odisha,Mayurbhanj,ANTA ALOK BASKEY,AJSU Party,7052
Odisha,Mayurbhanj,None of the Above,None of the Above,23517
Odisha,Nabarangpur,BALABHADRA MAJHI,Biju Janata Dal,373887
Odisha,Nabarangpur,PRADEEP KUMAR MAJHI,Indian National Congress,371845
Odisha,Nabarangpur,PARSURAM MAJHI,Bharatiya Janata Party,138430
Odisha,Nabarangpur,GOPINATH JANI,Bahujan Samaj Party,31707
Odisha,Nabarangpur,ARJUNA BHATARA,Odisha Jan Morcha,24832
Odisha,Nabarangpur,GOPAL PUJARI,Aama Odisha Party,18675
Odisha,Nabarangpur,CHANDRADHWAJA MAJHI,Independent,18388
Odisha,Nabarangpur,None of the Above,None of the Above,44408
Odisha,Puri,PINAKI MISRA,Biju Janata Dal,523161
Odisha,Puri,SUCHARITA MOHANTY,Indian National Congress,259800
Odisha,Puri,ASHOK SAHU,Bharatiya Janata Party,215763
Odisha,Puri,SABYASACHI MOHAPATRA,Kalinga Sena,13190
Odisha,Puri,BHASKAR CHANDRA MOHANTY,Bahujan Samaj Party,7094
Odisha,Puri,ASHOK PRADHAN,Communist Party of India (Marxist-Leninist) (Liberation),6969
Odisha,Puri,NIRAD BARAN KHUNTIA,Aam Aadmi Party,4262
Odisha,Puri,None of the Above,None of the Above,9150
Odisha,Sambalpur,NAGENDRA KUMAR PRADHAN,Biju Janata Dal,358618
Odisha,Sambalpur,SURESH PUJARI,Bharatiya Janata Party,328042
Odisha,Sambalpur,AMARNATH PRADHAN,Indian National Congress,242131
Odisha,Sambalpur,NATHU RAM,Bahujan Samaj Party,12211
Odisha,Sambalpur,ANANDA KUMAR SAMAL,Aam Aadmi Party,7029
Odisha,Sambalpur,MD. ALI HUSSAIN,Independent,4763
Odisha,Sambalpur,PRASADI PRADHAN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4502
Odisha,Sambalpur,ASHOK PANDA,Independent,4018
Odisha,Sambalpur,DUSMANTA KAR,Independent,4012
Odisha,Sambalpur,SHANKARLAL AGRAWALA,"Proutist Bloc, India",3110
Odisha,Sambalpur,TARANI BHOI,Paschimanchal Vikas Party,2559
Odisha,Sambalpur,None of the Above,None of the Above,13314
Odisha,Sundargarh,JUAL @ JUEL ORAM,Bharatiya Janata Party,340508
Odisha,Sundargarh,DILIP KUMAR TIRKEY,Biju Janata Dal,321679
Odisha,Sundargarh,HEMANAND BISWAL,Indian National Congress,269335
Odisha,Sundargarh,JUSTIN LUGUN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),9472
Odisha,Sundargarh,BAGI LAKRA,Bahujan Samaj Party,9460
Odisha,Sundargarh,LAWRENCIA LAKRA,Independent,9001
Odisha,Sundargarh,SAGAR SINGH MANAKI,Kosal Kranti Dal,8448
Odisha,Sundargarh,BASIL EKKA,Aam Aadmi Party,7429
Odisha,Sundargarh,MANSID EKKA,Independent,7282
Odisha,Sundargarh,DAS CHARAN MAJHI,Jharkhand Disom Party,4408
Odisha,Sundargarh,SATISH KUMAR MINZ,Independent,3951
Odisha,Sundargarh,LILY PREMA KUJUR,Bahujan Mukti Party,3903
Odisha,Sundargarh,None of the Above,None of the Above,15835
Puducherry,Puducherry,R. RADHAKRISHNAN,All India N.R. Congress,255826
Puducherry,Puducherry,V. NARAYANASAMY,Indian National Congress,194972
Puducherry,Puducherry,M.V. OMALINGAM,All India Anna Dravida Munnetra Kazhagam,132657
Puducherry,Puducherry,A.M.H. NAZEEM,Dravida Munnetra Kazhagam,60580
Puducherry,Puducherry,R.K.R. ANANTHARAMAN,Pattali Makkal Katchi,22754
Puducherry,Puducherry,R. VISWANATHAN,Communist Party of India,12709
Puducherry,Puducherry,DR. V. RANGARAJAN,Aam Aadmi Party,8307
Puducherry,Puducherry,SANJIVGANTHI .S,Independent,5896
Puducherry,Puducherry,P. ASARAVEL,Independent,3472
Puducherry,Puducherry,PROFESSOR M. RAMADASS,Independent,2494
Puducherry,Puducherry,S. KRISHNAMOORTHY,Bahujan Samaj Party,2060
Puducherry,Puducherry,S. EZHILARASAN,Independent,1777
Puducherry,Puducherry,G. SHANMUGAM,Independent,1726
Puducherry,Puducherry,RAMAMURTHI,Independent,1442
Puducherry,Puducherry,M. CHITTIBABU,Independent,1340
Puducherry,Puducherry,S. SUDARSANAN,Independent,1270
Puducherry,Puducherry,K. RAMADASS,Independent,1236
Puducherry,Puducherry,J. DHANDAPANI,Independent,1144
Puducherry,Puducherry,K. MANJINI,Independent,767
Puducherry,Puducherry,KALIAYAMURTHY,Independent,747
Puducherry,Puducherry,V. VIJAYA,Independent,746
Puducherry,Puducherry,P. BAKKIARAJ,Independent,610
Puducherry,Puducherry,R. VALAVAN,Independent,497
Puducherry,Puducherry,I. SENTHIL KUMAR,Independent,477
Puducherry,Puducherry,G. SUTHA,Independent,467
Puducherry,Puducherry,PUVALA NAGESWARA RAO,Independent,465
Puducherry,Puducherry,G. PALANI,Communist Party of India (Marxist-Leninist) (Liberation),438
Puducherry,Puducherry,MARIE UTHRIANATHAN,Samata Party,366
Puducherry,Puducherry,S. CHITRAKALA,Janata Dal (United),309
Puducherry,Puducherry,P. DHANARASU @ MATHIMAHARAJA,Independent,198
Puducherry,Puducherry,None of the Above,None of the Above,22268
Punjab,Amritsar,CAPTAIN AMARINDER SINGH,Indian National Congress,482876
Punjab,Amritsar,ARUN JAITLEY,Bharatiya Janata Party,380106
Punjab,Amritsar,DR. DALJIT SINGH,Aam Aadmi Party,82633
Punjab,Amritsar,AMARJIT SINGH ASAL,Communist Party of India,12902
Punjab,Amritsar,ARUN KUMAR JOSHI,Independent,9023
Punjab,Amritsar,PARDEEP SINGH WALIA,Bahujan Samaj Party,5870
Punjab,Amritsar,RATTAN SINGH RANDHAWA,Independent,4350
Punjab,Amritsar,GAGANDEEP KUMAR,Independent,3294
Punjab,Amritsar,DR. INDERPAL,Independent,3083
Punjab,Amritsar,BAL KRISHAN SHARMA,Independent,2878
Punjab,Amritsar,SHAM LAL GANDHIWADI,Independent,2691
Punjab,Amritsar,SURINDER KUMAR KHOSLA,Independent,2396
Punjab,Amritsar,BHAGWANT SINGH,Independent,2303
Punjab,Amritsar,KANWALJIT SINGH SAHOTA,Independent,2123
Punjab,Amritsar,REHMAT MASIH,Independent,1214
Punjab,Amritsar,AMARINDER SINGH,Independent,1151
Punjab,Amritsar,MOHINDER SINGH,Independent,1140
Punjab,Amritsar,BUTA SINGH,Bahujan Samaj Party (Ambedkar),941
Punjab,Amritsar,YUSAF MOHAMMAD,Samajwadi Party,922
Punjab,Amritsar,SURINDER SINGH,Democratic Congress Party,833
Punjab,Amritsar,BALBIR SINGH,Bharatiya Gaon Taj Dal,827
Punjab,Amritsar,GURDIAL SINGH GILL,Democratic Bharatiya Samaj Party,604
Punjab,Amritsar,KRISHAN SHARMA,Nav Bharat Democratic Party,503
Punjab,Amritsar,None of the Above,None of the Above,2533
Punjab,Anandpur Sahib,PREM SINGH CHANDUMAJRA,Shiromani Akali Dal,347394
Punjab,Anandpur Sahib,AMBIKA SONI,Indian National Congress,323697
Punjab,Anandpur Sahib,HIMMAT SINGH SHERGILL,Aam Aadmi Party,306008
Punjab,Anandpur Sahib,K.S.MAKHAN,Bahujan Samaj Party,69124
Punjab,Anandpur Sahib,BALBIR SINGH JADLA,Communist Party of India (Marxist),10483
Punjab,Anandpur Sahib,BALJIT KAUR,Independent,4250
Punjab,Anandpur Sahib,FAQIR CHAND KARIHA,Independent,3869
Punjab,Anandpur Sahib,DALJIT SINGH,Independent,2713
Punjab,Anandpur Sahib,DAVINDER KUMAR VERMA,Independent,1995
Punjab,Anandpur Sahib,GURSHARN SINGH PANESAR,Independent,1943
Punjab,Anandpur Sahib,JASWANT SINGH MANN,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),1706
Punjab,Anandpur Sahib,MANDEEP SINGH BITTU,Independent,1427
Punjab,Anandpur Sahib,HARCHARAN SINGH,Independent,1423
Punjab,Anandpur Sahib,NAVNEET CHAUTALA,Independent,1307
Punjab,Anandpur Sahib,GURMEET SINGH,Independent,1010
Punjab,Anandpur Sahib,RESHAM KAHLON,Bahujan Sangharshh Dal,837
Punjab,Anandpur Sahib,GURNAM SINGH,Independent,722
Punjab,Anandpur Sahib,RAMESH RANI PARJAPATI,Bahujan Mukti Party,718
Punjab,Anandpur Sahib,None of the Above,None of the Above,5937
Punjab,Bathinda,HARSIMRAT KAUR BADAL,Shiromani Akali Dal,514727
Punjab,Bathinda,MANPREET SINGH BADAL S/O GURDAS SINGH,Indian National Congress,495332
Punjab,Bathinda,JASRAJ SINGH LONGIA,Aam Aadmi Party,87901
Punjab,Bathinda,KULDEEP SINGH,Bahujan Samaj Party,13732
Punjab,Bathinda,ASHISH,Independent,6626
Punjab,Bathinda,BHAGWANT SINGH SAMAON,Communist Party of India (Marxist-Leninist) (Liberation),5984
Punjab,Bathinda,SATISH ARORA,Independent,5936
Punjab,Bathinda,MANPREET SINGH BADAL S/O GURDEV SINGH,Independent,4618
Punjab,Bathinda,SHAMINDER SINGH,Jammu & Kashmir National Panthers Party,4610
Punjab,Bathinda,GEETA RANI,Akhil Bharatiya Shivsena Rashtrawadi,4380
Punjab,Bathinda,SANJEEV KUMAR THAPAR,Independent,2833
Punjab,Bathinda,MAKHAN LAL,Bahujan Samaj Party (Ambedkar),2587
Punjab,Bathinda,VIJAY KUMAR,Independent,2258
Punjab,Bathinda,SWARAN SINGH,Independent,2077
Punjab,Bathinda,RAJINDER SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),1960
Punjab,Bathinda,NAVNEET,Shivsena,1893
Punjab,Bathinda,JAGDEEP SINGH GEHRI,Independent,1665
Punjab,Bathinda,BHUPESH KUMAR,Independent,1487
Punjab,Bathinda,GURDEEP SINGH,Indian Krantikari Lehar,1404
Punjab,Bathinda,GURMEET SINGH RANGHRETA,Punjab Labour Party,1386
Punjab,Bathinda,SUSHIL KUMAR JINDAL,Independent,1330
Punjab,Bathinda,JAGDISH RAI SHARMA,Nav Bharat Democratic Party,1248
Punjab,Bathinda,SUKHWINDER SINGH,Bahujan Mukti Party,1086
Punjab,Bathinda,DYAL CHAND,Independent,955
Punjab,Bathinda,SURESH KUMAR GOYAL,Janral Samaj Party,944
Punjab,Bathinda,KARTAR SINGH,Independent,916
Punjab,Bathinda,GURCHARAN SINGH,Independent,820
Punjab,Bathinda,JASPAL SINGH,Independent,703
Punjab,Bathinda,JAGDEEP SINGH,Independent,668
Punjab,Bathinda,None of the Above,None of the Above,4701
Punjab,Faridkot,PROF. SADHU SINGH,Aam Aadmi Party,450751
Punjab,Faridkot,PARAMJIT KAUR GULSHAN,Shiromani Akali Dal,278235
Punjab,Faridkot,JOGINDER SINGH,Indian National Congress,251222
Punjab,Faridkot,KASHMIR SINGH,Communist Party of India,14573
Punjab,Faridkot,SANT RAM,Bahujan Samaj Party,8282
Punjab,Faridkot,SATPAL SINGH,Indian Krantikari Lehar,3680
Punjab,Faridkot,JOGINDER SINGH S/O KESAR SINGH,Independent,2667
Punjab,Faridkot,REENA KUMARI,Independent,2473
Punjab,Faridkot,MANGAT RAM MANGA,Shivsena,2213
Punjab,Faridkot,SEEMA RANI,Independent,1726
Punjab,Faridkot,JASVEER SINGH,Independent,1693
Punjab,Faridkot,PARAMJEET KAUR W/O GURPREET SINGH,Independent,1623
Punjab,Faridkot,DARSHAN SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),1605
Punjab,Faridkot,GURCHARAN SINGH,Republican Party of India,1531
Punjab,Faridkot,MOTI LAL,Bharatiya Sant Mat Party,1512
Punjab,Faridkot,JARNAIL SINGH,Nav Bharat Democratic Party,1358
Punjab,Faridkot,PARAMJIT KAUR W/O AMRIK SINGH,Bahujan Mukti Party,1159
Punjab,Faridkot,BADAL SINGH,Independent,1123
Punjab,Faridkot,GOBIND SINGH,Republican Party of India (A),865
Punjab,Faridkot,None of the Above,None of the Above,3816
Punjab,Fatehgarh Sahib,HARINDER SINGH KHALSA,Aam Aadmi Party,367293
Punjab,Fatehgarh Sahib,SADHU SINGH,Indian National Congress,313149
Punjab,Fatehgarh Sahib,KULWANT SINGH,Shiromani Akali Dal,312815
Punjab,Fatehgarh Sahib,SARABJEET SINGH,Bahujan Samaj Party,12683
Punjab,Fatehgarh Sahib,DHARAM SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),3173
Punjab,Fatehgarh Sahib,LACHHMAN SINGH S/O S.SAROOP SINGH,Independent,2852
Punjab,Fatehgarh Sahib,HARPREET SINGH,Bahujan Mukti Party,2352
Punjab,Fatehgarh Sahib,NIRMAL SINGH,Nationalist Congress Party,2149
Punjab,Fatehgarh Sahib,LACHHMAN SINGH S/O S.GULZAR SINGH,Independent,2141
Punjab,Fatehgarh Sahib,GURDEEP SINGH,Inqalab Vikas Dal,1930
Punjab,Fatehgarh Sahib,LAKHVIR SINGH,Jammu & Kashmir National Panthers Party,1733
Punjab,Fatehgarh Sahib,RANJIT SINGH,Independent,1679
Punjab,Fatehgarh Sahib,PARAMJIT SINGH,Independent,1266
Punjab,Fatehgarh Sahib,MANPREET SINGH,Independent,886
Punjab,Fatehgarh Sahib,AVTAR SINGH,Independent,848
Punjab,Fatehgarh Sahib,None of the Above,None of the Above,4005
Punjab,Firozpur,SHER SINGH GHUBAYA,Shiromani Akali Dal,487932
Punjab,Firozpur,SUNIL JAKHAR,Indian National Congress,456512
Punjab,Firozpur,SATNAM PAUL KAMBOJ,Aam Aadmi Party,113412
Punjab,Firozpur,RAM KUMAR PARJAPAT,Bahujan Samaj Party,22274
Punjab,Firozpur,DHIAN SINGH MAND,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),3655
Punjab,Firozpur,RAJ GILL,Independent,3311
Punjab,Firozpur,MANOJ KUMAR MONGA,Independent,1896
Punjab,Firozpur,PANJAB SINGH KATWAL,Independent,1759
Punjab,Firozpur,RAJINDER BHATHEJA,Independent,1546
Punjab,Firozpur,CHANAN SINGH WATTU,Independent,1237
Punjab,Firozpur,GURJANT SINGH,Independent,1088
Punjab,Firozpur,PARAMJEET SINGH DESAL,Independent,976
Punjab,Firozpur,SWARAN SINGH,Independent,766
Punjab,Firozpur,SAMPURAN SINGH,Independent,682
Punjab,Firozpur,BALJINDER SINGH,Bharatiya Gaon Taj Dal,681
Punjab,Firozpur,None of the Above,None of the Above,7685
Punjab,Gurdaspur,VINOD KHANNA,Bharatiya Janata Party,482255
Punjab,Gurdaspur,PARTAP SINGH BAJWA,Indian National Congress,346190
Punjab,Gurdaspur,SUCHA SINGH CHHOTEPUR,Aam Aadmi Party,173376
Punjab,Gurdaspur,VARINDER SINGH,Communist Party of India,11839
Punjab,Gurdaspur,SUKHWINDER SINGH,Bahujan Samaj Party,5621
Punjab,Gurdaspur,ROHIT MAINGI,Independent,4057
Punjab,Gurdaspur,SANTOSH KUMARI,Megh Desham Party,3645
Punjab,Gurdaspur,GURMEET SINGH BAKHATPURA,Communist Party of India (Marxist-Leninist) (Liberation),2875
Punjab,Gurdaspur,SIKANDER SINGH,Independent,2124
Punjab,Gurdaspur,GURPREET SINGH KHANNA,Bharatiya Gaon Taj Dal,1785
Punjab,Gurdaspur,MUKESH,Independent,1649
Punjab,Gurdaspur,PETER MASIH,SARVAJAN SAMAJ PARTY (D),1463
Punjab,Gurdaspur,AMIT AGGARWAL,Independent,1195
Punjab,Gurdaspur,None of the Above,None of the Above,4625
Punjab,Hoshiarpur,VIJAY SAMPLA,Bharatiya Janata Party,346643
Punjab,Hoshiarpur,MOHINDER SINGH KAYPEE,Indian National Congress,333061
Punjab,Hoshiarpur,YAMINI GOMAR,Aam Aadmi Party,213388
Punjab,Hoshiarpur,BHAGWAN SINGH CHAUHAN,Bahujan Samaj Party,40497
Punjab,Hoshiarpur,PAWAN KUMAR,Independent,3216
Punjab,Hoshiarpur,RAVI DUTT,Independent,2564
Punjab,Hoshiarpur,SHAMSHER SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),2527
Punjab,Hoshiarpur,ANOOP SINGH,Bharti Jan Suraksha Party,2158
Punjab,Hoshiarpur,BISHAN DASS,Independent,1853
Punjab,Hoshiarpur,RAM KISHAN,Independent,1689
Punjab,Hoshiarpur,DAVINDER SINGH,Independent,1488
Punjab,Hoshiarpur,DEEPAK KUMAR,Bahujan Mukti Party,1446
Punjab,Hoshiarpur,JASWINDER SINGH,Shivsena,1230
Punjab,Hoshiarpur,LAKHVIR SINGH,Democratic Bharatiya Samaj Party,1062
Punjab,Hoshiarpur,ANU KUMAR,Independent,911
Punjab,Hoshiarpur,VIJAY KUMAR,SARVAJAN SAMAJ PARTY (D),889
Punjab,Hoshiarpur,OM PARKASH JAKHU,Independent,699
Punjab,Hoshiarpur,None of the Above,None of the Above,5976
Punjab,Jalandhar,SANTOKH SINGH CHAUDHARY,Indian National Congress,380479
Punjab,Jalandhar,PAWAN KUMAR TINU,Shiromani Akali Dal,309498
Punjab,Jalandhar,JYOTI MANN,Aam Aadmi Party,254121
Punjab,Jalandhar,SUKHWINDER SINGH KOTLI,Bahujan Samaj Party,46914
Punjab,Jalandhar,DARSHAN NAHAR,Independent,10074
Punjab,Jalandhar,TARSEM PETER,Independent,6249
Punjab,Jalandhar,SUBHASH GORIA,Shivsena,3497
Punjab,Jalandhar,LOVE KISHOR,Independent,3265
Punjab,Jalandhar,DHARMINDER,Independent,2459
Punjab,Jalandhar,TARA SINGH GILL,Bahujan Samaj Party (Ambedkar),2268
Punjab,Jalandhar,NIRMAL SINGH BOLINA,Independent,2256
Punjab,Jalandhar,MANJEET KAUR W/O SUKHDEV SINGH,Independent,1952
Punjab,Jalandhar,VIJAY KUMAR,Independent,1528
Punjab,Jalandhar,K.K. SABHARWAL,Independent,1454
Punjab,Jalandhar,VIJAY HANS,Democratic Bharatiya Samaj Party,1192
Punjab,Jalandhar,JARNAIL SINGH,Bharti Jan Suraksha Party,1178
Punjab,Jalandhar,JAGAN NATH BAJWA,Independent,1083
Punjab,Jalandhar,MANJIT KAUR W/O SUKHWINDER SINGH,Independent,1044
Punjab,Jalandhar,KULDIP KUMAR,Independent,953
Punjab,Jalandhar,KAMAL THAPAR,Independent,933
Punjab,Jalandhar,AMIT JASSI,Independent,779
Punjab,Jalandhar,VIVEK,Independent,741
Punjab,Jalandhar,PARAMJIT KUMAR,Bahujan Mukti Party,717
Punjab,Jalandhar,AJAY KUMAR BHAGAT,Independent,692
Punjab,Jalandhar,None of the Above,None of the Above,5436
Punjab,Khadoor Sahib,RANJIT SINGH BRAHMPURA,Shiromani Akali Dal,467332
Punjab,Khadoor Sahib,HARMINDER SINGH GILL,Indian National Congress,366763
Punjab,Khadoor Sahib,BALDEEP SINGH,Aam Aadmi Party,144521
Punjab,Khadoor Sahib,SIMRANJIT SINGH MANN,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),13990
Punjab,Khadoor Sahib,GURNAM SINGH,Independent,9307
Punjab,Khadoor Sahib,SUCHA SINGH MANN,Bahujan Samaj Party,8491
Punjab,Khadoor Sahib,STEPHEN MASIH,SARVAJAN SAMAJ PARTY (D),4329
Punjab,Khadoor Sahib,BALWINDER SINGH,Independent,3804
Punjab,Khadoor Sahib,BHUPINDER SINGH,Independent,3282
Punjab,Khadoor Sahib,JASBIR SINGH,Independent,3114
Punjab,Khadoor Sahib,BALWANT SINGH SULTANPURI,Bahujan Samaj Party (Ambedkar),2930
Punjab,Khadoor Sahib,MAHINDER SINGH HAMIRA,Independent,1720
Punjab,Khadoor Sahib,SUKHCHAIN CHAND,Democratic Bharatiya Samaj Party,1313
Punjab,Khadoor Sahib,GURPAL SINGH,All India Mazdoor Party (Rangreta),1182
Punjab,Khadoor Sahib,SUKHWANT SINGH,Independent,1053
Punjab,Khadoor Sahib,KAWALJIT SINGH,Independent,962
Punjab,Khadoor Sahib,SUKHDEV SINGH CHOHAN,Independent,801
Punjab,Khadoor Sahib,None of the Above,None of the Above,5624
Punjab,Ludhiana,RAVNEET SINGH BITTU,Indian National Congress,300459
Punjab,Ludhiana,HARVINDER SINGH PHOOLKA,Aam Aadmi Party,280750
Punjab,Ludhiana,MANPREET SINGH AYALI,Shiromani Akali Dal,256590
Punjab,Ludhiana,SIMARJEET SINGH BAINS,Independent,210917
Punjab,Ludhiana,NAVJOT SINGH MANDAIR,Bahujan Samaj Party,8317
Punjab,Ludhiana,RAJIV KUMAR KALRA,Independent,4653
Punjab,Ludhiana,GURDEEP SINGH KAHLON,Independent,4509
Punjab,Ludhiana,SUKHWINDER SINGH SEKHON,Communist Party of India (Marxist),4167
Punjab,Ludhiana,SIMERJIT SINGH,Independent,3980
Punjab,Ludhiana,JASWINDER SINGH BAINS,Independent,3238
Punjab,Ludhiana,NAVPREET SINGH BEDI,Independent,3144
Punjab,Ludhiana,AKSHAYBAR NATH MISHRA,Janata Dal (United),2925
Punjab,Ludhiana,MOHD. NASEEM ANSARI,New All India Congress Party,1984
Punjab,Ludhiana,TARSEM SINGH BANGA,Independent,1934
Punjab,Ludhiana,JAI PARKASH JAIN,Independent,1519
Punjab,Ludhiana,KISHAN KUMAR SHARMA,Jammu & Kashmir National Panthers Party,1483
Punjab,Ludhiana,BITTU,Republican Party of India (A),1286
Punjab,Ludhiana,HARI RAM SAHNI,All India Forward Bloc,1168
Punjab,Ludhiana,MOHAMMAD MAKSOOD ANSARI,Bahujan Mukti Party,1111
Punjab,Ludhiana,RAJ KUMAR ATWAL,Independent,1089
Punjab,Ludhiana,DARSHAN SINGH,Shivsena,1028
Punjab,Ludhiana,KULWINDER PAL SINGH,Independent,986
Punjab,Ludhiana,None of the Above,None of the Above,3220
Punjab,Patiala,DR. DHARAM VIRA GANDHI,Aam Aadmi Party,365671
Punjab,Patiala,PRENEET KAUR,Indian National Congress,344729
Punjab,Patiala,DEEPINDER SINGH DHILLON,Shiromani Akali Dal,340109
Punjab,Patiala,BIBI KAMALDEEP KAUR RAJOANA,Independent,15313
Punjab,Patiala,RAM SINGH DHIMAN,Bahujan Samaj Party,13014
Punjab,Patiala,NIRMAL SINGH DHALIWAL,Communist Party of India,8537
Punjab,Patiala,PARVESH BHATEJA,Independent,4915
Punjab,Patiala,PARVEEN KUMAR,Independent,4089
Punjab,Patiala,MOHINDER PAL SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),2773
Punjab,Patiala,RAMISHER SINGH BILLA,Independent,2625
Punjab,Patiala,GURPREET SINGH,Bahujan Samaj Party (Ambedkar),2378
Punjab,Patiala,HARISH KUMAR,Shivsena,2325
Punjab,Patiala,GURBHEJ SINGH,Independent,2217
Punjab,Patiala,RANJIT KAUR,Bharatiya Gaon Taj Dal,2178
Punjab,Patiala,RAJINDER SINGH PAWAR,Independent,1625
Punjab,Patiala,DHARAM PAL,Independent,1271
Punjab,Patiala,RANDHIR SINGH,Bahujan Mukti Party,1234
Punjab,Patiala,RAVINDER SINGH,Bharatiya Sant Mat Party,1177
Punjab,Patiala,AMRIK SINGH,New All India Congress Party,936
Punjab,Patiala,LAKHWINDER SINGH MALHI,Independent,809
Punjab,Patiala,None of the Above,None of the Above,3008
Punjab,Sangrur,BHAGWANT MANN,Aam Aadmi Party,533237
Punjab,Sangrur,SUKHDEV SINGH DHINDSA,Shiromani Akali Dal,321516
Punjab,Sangrur,VIJAY INDER SINGLA,Indian National Congress,181410
Punjab,Sangrur,MADAN BHATTI,Bahujan Samaj Party,8408
Punjab,Sangrur,SUKHDEV RAM SHARMA,Communist Party of India,6934
Punjab,Sangrur,JOTI DEVAJI ANSUIA,Independent,6831
Punjab,Sangrur,JIT SINGH,Communist Party of India (Marxist-Leninist) Red Star,5879
Punjab,Sangrur,BIJENDER,Independent,5395
Punjab,Sangrur,KARNAIL SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),4127
Punjab,Sangrur,JOGINDER SINGH AULAKH,Communist Party of India (Marxist),3315
Punjab,Sangrur,DHARAM SINGH,Independent,3292
Punjab,Sangrur,GURPREET SINGH,Communist Party of India (Marxist-Leninist) (Liberation),2746
Punjab,Sangrur,BHAGWANT SINGH,Independent,2334
Punjab,Sangrur,MAHMOOD AHMED THIND,Indian Union Muslim League,2261
Punjab,Sangrur,MANOJ KUMAR,Independent,1854
Punjab,Sangrur,KARAM SINGH,Independent,1599
Punjab,Sangrur,JASWANT SINGH,Bahujan Mukti Party,1556
Punjab,Sangrur,HARINDER KUMAR,Independent,1485
Punjab,Sangrur,SUKHDEV SINGH,Independent,1233
Punjab,Sangrur,GURDEEP SINGH,Democratic Bharatiya Samaj Party,1069
Punjab,Sangrur,PARVEEN KAUR,Independent,798
Punjab,Sangrur,None of the Above,None of the Above,2188
Rajasthan,Ajmer,SANWAR LAL JAT,Bharatiya Janata Party,637874
Rajasthan,Ajmer,SACHIN PILOT,Indian National Congress,465891
Rajasthan,Ajmer,SANWAR LAL,Nationalist Congress Party,12149
Rajasthan,Ajmer,JAGDISH,Bahujan Samaj Party,7974
Rajasthan,Ajmer,SURENDRA KUMAR JAIN,Independent,5184
Rajasthan,Ajmer,BHANWAR LAL SONI,Independent,4970
Rajasthan,Ajmer,NARAIN DAS SINDHI,Independent,3518
Rajasthan,Ajmer,MUKUL MISHRA,Akhil Bharat Hindu Mahasabha,1869
Rajasthan,Ajmer,JAGDISH SINGH RAWAT,Independent,1374
Rajasthan,Ajmer,RAMLAL,Akhil Bhartiya Aamjan Party,1040
Rajasthan,Ajmer,KRISHNA KUMAR DADHICH,Independent,1015
Rajasthan,Ajmer,ANITA JAIN,Independent,910
Rajasthan,Ajmer,None of the Above,None of the Above,12546
Rajasthan,Alwar,CHAND NATH,Bharatiya Janata Party,642278
Rajasthan,Alwar,BHANWAR JITENDRA SINGH,Indian National Congress,358383
Rajasthan,Alwar,AZAD HUSAIN,Bahujan Samaj Party,19483
Rajasthan,Alwar,DR VIRENDRA VIDROHI,Aam Aadmi Party,8517
Rajasthan,Alwar,HARI SINGH SHARMA,Independent,3672
Rajasthan,Alwar,DR. DASHRATH KUMAR HINUNIA,Ambedkarite Party of India,3612
Rajasthan,Alwar,HARIPRASAD,Independent,3580
Rajasthan,Alwar,ARUN KUMAR ROOPAK,Naya Daur Party,3412
Rajasthan,Alwar,JAGDISH PRASAD BAIRWA,Independent,3390
